"budget","popularity","vote_average","vote_count","revenue","runtime","year"
2e+06,22.139842,8,657,13129846,129,1962
3.5e+07,12.495436,6.5,215,29400000,123,2001
4.2e+07,33.238296,5.8,773,171963386,90,2004
14350531,30.952377,6.3,733,3964682,88,2011
2e+07,9.927018,5.6,105,51751835,106,1989
6e+06,0.215464,4.7,12,399611,97,2011
3300000,44.356711,8.1,1814,30641770,130,2002
2.8e+07,40.28635,6.3,2224,60700000,103,2013
2e+07,17.237143,6,593,17425000,109,2011
3e+07,20.355458,5.7,359,36160375,98,2011
1200000,1.079125,6.7,13,51751835,97,1970
2.3e+07,0.269661,3.9,5,8880705,110,1994
6e+07,19.705489,6.5,521,51751835,125,2000
8.5e+07,34.773106,6.3,1345,208076205,115,2012
6.5e+07,38.994297,5.9,1389,156974557,103,2012
3.5e+07,19.893646,5.6,961,82087155,106,2011
1e+07,15.688439,5.9,365,17273593,90,2011
7e+07,6.682006,5.9,43,18662027,88,2013
2.3e+07,2.526356,7,51,51751835,89,2001
2.3e+07,2.774811,6,31,51751835,108,2003
1.2e+07,3.444542,4.6,47,51751835,93,2002
3e+07,29.489274,6.9,977,156835339,126,2007
8e+05,12.049373,7.7,469,51751835,123,2011
5e+07,53.02787,5.7,3239,224803475,88,2013
2.1e+07,14.329891,6.3,238,72417394,99,2011
5e+07,46.180421,7,1381,110206216,133,2011
2.5e+07,9.169271,6.2,137,15478800,122,2010
5e+07,16.251204,6,692,88323487,115,2003
2.3e+07,1.280733,6.4,8,51751835,88,1940
250000,21.825564,6.4,381,3542353,90,2011
2.3e+07,2.34239,7.4,23,51751835,107,2011
4e+06,3.238466,6.2,37,355688,119,2011
2.3e+07,0.46049,5.5,4,51751835,93,2008
1.2e+07,16.40512,6.1,294,35485056,100,2012
3.1e+07,13.864975,7,279,128499205,161,1985
7e+07,18.264635,5.6,332,1.64e+08,98,1998
4e+07,6.90894,5.7,81,51751835,101,1995
5.7e+07,21.021809,5.8,441,147845033,123,2001
1.4e+08,91.332849,6,3114,441818803,88,2002
10700000,36.230204,7,794,122200000,114,1982
2e+07,23.292761,5,432,52302796,94,2012
2450000,0.500753,4.6,5,51751835,105,2011
4500000,3.819796,7,71,51751835,123,1986
4e+07,45.022964,7.1,1056,215862692,128,1992
2.5e+07,6.889437,4.7,123,1e+08,93,1997
7e+07,29.035222,6.9,696,130358911,164,2005
18339750,32.445895,7.7,1037,92180910,156,2004
2.3e+07,2.678715,6.1,9,51751835,107,1997
1.4e+08,52.341226,7.3,1895,456758981,154,2003
2e+07,25.041992,6.3,444,67200000,108,1998
6.8e+07,26.792794,5.3,567,75715436,136,2003
1.2e+07,2.993939,5.7,16,4939939,108,1996
3e+07,16.698316,6.3,288,15395087,130,2011
2.5e+07,26.576385,6.1,661,411006740,129,1992
1.2e+07,5.158067,6.3,59,11212294,131,2010
10500000,86.201184,7.9,2998,68700000,149,1968
2.3e+07,4.448494,6.2,45,51751835,111,2012
6e+06,67.608041,7.2,1581,181813770,110,1978
2.3e+07,0.774442,6.2,13,51751835,120,2010
2.3e+07,5.69872,6,94,51751835,118,1982
3.8e+07,30.359164,6.3,756,58401898,133,1999
1.2e+07,6.537986,7.1,109,55260558,100,1981
2.8e+07,25.039383,5.6,531,40547440,83,2011
3.9e+07,27.908783,6.6,932,35287788,87,2012
7400000,36.173598,7,885,21817298,136,2011
6500000,2.074295,6,16,51751835,102,2010
2.3e+07,0.030253,2.8,3,51751835,120,2004
19100000,10.559414,6.5,208,5728213,109,2011
8e+06,0.034259,7,17,1997807,126,1999
2.3e+07,3.363321,5.6,9,51751835,109,2001
4e+06,63.513324,7.8,2655,16491080,93,1996
2.3e+07,3.122152,5.6,35,51751835,111,2010
8.5e+07,48.126297,5.5,1114,183018522,106,2012
6e+07,27.615108,6,669,43061982,101,2002
6e+07,50.163785,7.2,1516,223664608,123,1994
4.5e+07,26.79781,5.8,575,113916474,100,2000
4e+07,33.785969,6.5,824,60965854,108,2011
3.7e+07,6.63839,6.7,163,95404397,113,2011
5.6e+07,21.219292,5.7,718,142044638,118,2011
6e+06,64.025031,8.1,3254,23341568,106,1995
2777000,67.417542,7.4,1642,33754967,102,1939
2.3e+07,0.075817,5.4,7,51751835,130,2011
1.1e+07,1.187671,6.6,9,2832826,113,1995
2.3e+07,2.948576,6.1,47,51751835,93,2008
2.5e+07,35.310712,6.5,1356,281929795,97,2001
2e+07,19.220789,6.2,671,30426096,106,2011
2.3e+07,5.753705,6.7,33,51751835,117,2012
1.6e+07,18.430419,7.3,950,92823546,96,1989
5.2e+07,73.944049,7.7,3795,352114312,141,2002
4500000,11.573034,7.9,2443,7390108,102,2000
7.5e+07,34.973086,6.6,692,1.08e+08,114,1999
6e+06,24.499996,7.4,650,102308889,110,1969
4.5e+07,17.047276,6.5,501,165184237,103,2011
7.5e+07,15.142701,6.3,338,46683377,104,1998
3e+07,8.058109,5.1,123,93772522,102,2005
1e+08,34.035114,6.8,1974,235926552,146,2001
2.3e+07,11.1399,6.4,108,51751835,111,2001
2.3e+07,0.034135,7,7,51751835,90,2006
2.3e+07,0.627964,6.4,5,51751835,105,1997
950000,48.901542,6.9,940,59600000,110,1962
2.5e+07,7.473455,5.5,144,10324441,110,2011
3e+07,26.69592,5.8,594,114908830,97,2003
2.3e+07,12.690224,6.5,415,1406224,83,2011
1.05e+08,61.196071,7.3,3769,351040419,143,2013
4e+07,31.066874,6.9,708,55247881,129,2011
4.2e+07,62.714026,6.7,4074,201585328,109,2012
1.5e+07,24.612603,5.8,742,37930465,97,2012
1.5e+07,49.294864,7.4,3725,78054825,100,2011
5e+06,19.807295,7.1,471,3099314,120,2011
6e+07,47.336034,5.5,1177,361366633,92,2007
2.3e+07,6.138213,6.5,55,51751835,118,2004
4e+07,21.362949,6,433,44907260,113,2013
3.1e+07,15.895661,6.2,433,53208180,103,1990
2.3e+07,0.020168,6.4,4,51751835,80,2005
4.1e+07,32.798571,6.8,1626,2.15e+08,110,2002
6500000,17.705671,7.4,364,57504069,112,1991
2.8e+07,8.363702,4.9,132,10126458,91,2011
2e+07,40.903931,6.7,934,177243185,115,2011
1.7e+07,43.675191,6.1,1206,127730736,95,2012
5e+07,15.98212,5.1,316,110803676,104,2005
5.5e+07,19.143321,5.9,311,127600435,134,1995
379000,0.968865,5,19,4358000,100,1929
9e+06,7.029126,6.7,60,51751835,126,2000
2.3e+07,29.071955,7.1,633,4.4e+07,105,2007
7.5e+07,18.70031,6.5,338,119000410,102,2007
910000,16.015599,8,357,9600000,108,1954
2.3e+07,0.001117,4.9,8,51751835,99,1979
2.5e+07,8.583217,6.1,182,4152230,92,1999
3e+07,30.695228,6.1,978,160259319,111,2008
2e+06,41.298723,6.9,760,78898765,115,1963
2.3e+07,0.425551,6.8,6,51751835,115,1998
3.5e+07,10.73522,6.6,212,18317151,96,2007
9e+07,47.651083,7.2,2434,232617430,158,2011
1.3e+08,17.7735,5.8,373,150406466,100,2011
2500000,47.812466,7.2,987,124881062,110,1964
5e+07,13.576765,6.4,223,50068310,121,1997
5500000,31.036,6.5,562,141195658,130,1965
2.3e+07,0.414754,4.5,3,330048,95,2011
2.3e+07,5.499412,7.1,83,51751835,92,2011
1.2e+07,15.817096,7.1,509,11293663,106,2007
2.3e+07,6.507094,6.2,135,14870,93,2010
5e+07,15.931084,5.8,255,51751835,124,1997
1e+07,29.244768,5.9,903,139352633,93,2007
4.5e+07,5.361699,6.4,81,4607608,139,2007
9.2e+07,32.079995,6.1,950,494471524,113,1996
2900000,5.928937,7.6,126,5596708,113,1998
2.3e+07,0.177356,6.1,18,51751835,105,2011
9500000,28.675891,6.5,531,111584787,117,1967
1e+07,2.873796,4.3,16,51751835,91,2011
6500000,25.289665,6.5,456,81974493,142,1969
1.5e+07,11.428903,6.5,195,5926410,111,2008
2902660,1.35088,6.1,34,51751835,93,2011
3e+06,56.76349,8,1945,14980005,120,2003
2.3e+07,0.022173,7.5,2,51751835,80,2005
2.3e+07,0.046868,5,1,51751835,100,2005
1.2e+07,6.035152,6.9,281,96070507,122,2012
9e+06,9.933926,6.8,79,18663238,84,2011
18500000,67.66094,7.7,3220,183316455,137,1986
1e+07,3.919057,4.4,51,51751835,97,2011
6e+06,19.411141,6.8,372,19560274,96,2011
6.5e+07,15.194239,6.1,779,64321501,101,2005
1.5e+07,41.089863,7.5,861,51751835,132,1985
7200000,34.634181,6.3,553,116019547,120,1971
4e+07,18.14218,5.7,332,74597643,89,2013
7e+06,30.214716,6.3,524,97572000,125,1974
4,0.28076,4.6,8,51751835,83,2011
2.3e+07,0.17817,4.8,4,51751835,88,2010
9e+07,55.249434,7.2,1308,171120329,150,1997
1e+07,10.424596,5.7,129,51751835,93,2011
1.1e+07,15.864928,7.3,337,39363635,122,1995
3.2e+07,25.682509,7,701,28258060,137,2012
1.15e+08,67.33767,6.4,3439,286140700,109,2013
2e+07,38.802415,6.5,956,24261569,101,2013
44500000,62.01056,7.1,3423,232324128,120,2012
9.5e+07,63.628459,5.2,957,114178613,102,2014
5e+07,18.806031,5.5,399,88715192,97,2006
2.4e+07,17.606087,7.3,385,182016617,135,1995
2e+07,19.494703,6.4,365,1969193,105,2012
2.3e+07,5.223096,6.6,73,623528,98,2011
1.8e+07,14.916264,6.9,176,8038061,112,1997
2.8e+07,35.580032,7.3,718,186438883,136,2005
1.4e+07,27.17347,6.6,507,185438673,125,1977
12000,4.553644,6.2,110,6e+06,93,1972
1.3e+07,4.009379,4.6,24,51751835,95,2010
8e+07,32.829538,6.1,1373,516642939,115,2004
2e+07,12.458131,4.7,171,51751835,87,2008
1.9e+07,78.699993,8.1,3757,44017374,144,1980
6e+07,27.491891,6.2,1071,256697520,108,2004
5e+07,30.397496,6.3,513,189859560,127,1995
2.6e+07,38.473732,6.2,1983,109449237,116,2005
1.5e+07,10.194097,6.2,230,47175038,88,2005
2e+07,14.031377,6,289,12482775,101,2005
8e+07,16.939441,6.3,410,266728738,128,2003
2.3e+07,0.47909,4.5,4,51751835,88,2010
5e+07,19.267479,5.8,391,38502340,84,2011
2.7e+07,7.727035,7.1,157,51751835,150,2008
1.3e+08,28.840997,6.3,694,49554002,165,2008
2.3e+07,15.676123,6.6,261,29541790,124,2007
2.5e+07,53.645267,7.7,3003,171600000,122,2007
2.5e+07,29.796394,7.1,705,1.1e+07,99,1986
3.4e+07,29.887404,5.9,541,210308099,126,1979
2.3e+07,0.910529,9.3,2,51751835,121,1999
2.8e+07,26.090746,6.3,490,195312802,127,1981
3e+07,70.456012,7.7,2439,216763646,132,2004
27500000,25.633663,6.2,527,187500000,131,1983
3e+06,9.249229,5.8,136,51751835,90,2011
2.3e+07,6.814247,5.6,80,51751835,99,2007
5.5e+07,22.503935,5.2,481,9489829,92,2013
1800000,14.884756,7.6,281,8e+06,125,1951
4e+06,35.892034,7.8,1010,38251425,93,1977
560000,10.730056,7.3,168,12299668,88,1964
2.3e+07,26.257951,5.6,505,33372606,93,2011
2.6e+07,22.520842,6.1,426,29657751,111,2012
1e+05,1.183892,4.3,5,2.7e+07,69,1969
2.3e+07,20.821846,7.1,399,15699707,100,2011
250000,0.130169,4.8,3,51751835,90,1997
3e+07,27.230493,6,506,152427960,131,1985
4e+07,23.331459,6.2,440,191185897,130,1987
13400000,0.680753,4.7,7,16700000,100,2010
2.4e+07,8.630825,5,141,30551495,89,2011
3.2e+07,28.22119,5.9,541,156167015,133,1989
5e+06,20.428237,7.4,750,1.1e+08,110,2000
5.8e+07,59.824565,6.6,1174,352194034,130,1995
4.3e+07,19.043286,7,302,80049764,136,2000
2.3e+07,14.038703,7.9,285,20374201,127,2011
6e+06,29.834065,6.6,632,254700832,117,1994
7e+06,17.681707,7.1,281,116700000,121,1993
1.1e+08,42.887121,6,925,333011068,119,1997
3e+07,23.328823,4.8,469,64626786,89,2011
2.3e+07,0.219799,3.8,4,51751835,95,2004
5e+07,39.920035,6.1,1611,234989584,113,2012
5.7e+07,48.622278,4.7,1135,149217355,95,2011
6.5e+07,6.227675,5.6,1600,240159255,95,2012
1.3e+07,23.3784,6.2,527,114956699,105,2011
2.3e+07,0.702971,6.1,14,51751835,92,1990
7e+06,21.276864,7.4,677,6038942,112,2011
2.3e+07,16.394452,6.5,386,51854875,105,2012
2.3e+07,2.015525,5.4,32,51751835,96,2009
7.9e+07,22.132418,4.1,604,149673788,91,2011
2.5e+07,46.942396,6.4,2251,170764026,85,2008
2.3e+07,0.074005,7.3,6,51751835,106,1971
2.5e+07,20.011435,7,738,27603069,80,2011
3e+07,23.234651,7.3,496,76669806,136,2005
6e+07,23.700759,6.4,374,118338361,88,2012
3.3e+07,35.099611,6.1,766,54700105,124,2004
3e+07,27.71063,5.7,457,53909751,124,2012
1e+06,5.961119,6.8,77,34522221,129,2011
6.9e+07,38.634767,5.5,1269,112265139,94,2012
4e+07,13.119133,6,373,22044277,91,2012
15,5.112809,5.6,26,51751835,95,2013
3e+07,31.92695,6.3,799,40346186,94,2012
5.8e+07,12.29603,5.9,178,50365377,125,2012
7.9e+07,40.723459,5.8,1030,355692760,94,2012
1.3e+08,59.325589,5.4,3025,371876278,110,2013
3e+07,26.780961,7,1293,196114570,104,2012
5e+06,29.15813,5.9,669,205703818,83,2011
4.4e+07,42.933027,6,1817,63327201,125,2013
9000,0.642552,5.9,5,51751835,85,2011
3e+07,10.608998,3.7,359,84646831,84,2008
4e+07,15.590001,5.9,482,19322135,89,2003
1200000,0.193172,6,2,51751835,128,2010
2.3e+07,0.545825,7.1,47,51751835,97,2010
6.5e+07,36.307296,6.7,1429,275293450,149,2012
2e+07,44.566609,6.9,1552,5359645,107,2002
2e+07,73.567232,8.2,3016,23875127,119,1998
2.3e+07,3.433625,6.4,26,51751835,91,2005
5.5e+07,19.738215,5.6,485,154906693,105,2002
1.7e+07,19.311572,7,331,9500000,122,2006
3.2e+07,14.48851,6.7,374,36733909,120,1993
1.9e+07,0.068228,5.6,5,2119994,93,1993
1e+07,0.518056,3.8,6,2154696,79,1981
7500000,19.782725,7,2244,231411584,96,2007
2.1e+07,4.781538,5.1,76,17762705,104,1999
2.5e+07,37.817905,7.9,1537,77208711,158,2007
4e+06,23.604936,7.8,504,51751835,115,2007
4.5e+07,31.305336,7,1111,175372502,97,2007
2.3e+07,0.218736,4,1,51751835,91,2005
3850000,10.787322,6.8,97,51751835,93,2011
1e+07,16.436178,6.5,425,3665069,102,2011
1.3e+08,21.605568,5.7,434,119269486,124,2005
8e+06,7.802245,6.2,132,5634828,113,2011
1.6e+07,7.251897,4.8,91,51751835,93,2012
4.1e+07,9.419726,5.6,248,7448385,100,2011
3e+05,0.055868,5.5,3,2074000,101,2001
1.5e+07,58.900647,6.7,1698,356830601,110,1986
4.5e+07,31.789029,6.5,1150,224834564,84,2000
2.6e+07,22.07638,6.8,633,43318349,104,2009
2.3e+07,0.197264,4.7,6,51751835,91,2011
9.2e+07,43.192048,6.5,1667,188072649,107,2008
5e+07,38.629763,6.5,909,120081841,124,2011
7.5e+07,14.44381,6.3,313,36754634,94,2000
7e+07,46.217769,5.8,1424,277448382,124,2002
2.3e+07,5.498834,7.7,43,51751835,89,2011
5e+07,51.742065,6.6,1315,104478416,109,2005
1e+07,21.258991,6.9,459,136836156,124,2011
1.5e+07,7.701186,4.8,92,51751835,90,2011
1.2e+08,17.060695,5.7,354,93945766,135,2008
2.3e+07,21.189028,7.4,355,43984230,163,1987
4e+07,24.862767,6.2,716,151161491,90,2008
1.5e+07,29.943316,7.3,1049,133432856,100,2011
4e+06,49.12486,7.5,2420,30039392,99,2004
5e+05,12.203041,6,210,171760,95,2011
70000,6.328665,5.8,121,51751835,92,2011
8.5e+07,26.61951,6.1,656,197309027,83,2006
6.1e+07,37.378081,6.9,1462,95696996,124,2007
7e+07,44.090535,6.1,1509,101371017,106,1996
1.5e+07,8.113634,5.9,97,1.2e+07,92,2001
1.5e+07,1.897761,5.2,5,51751835,107,2011
2.3e+07,1.246883,6.6,9,528972,101,1998
2.3e+07,2.787375,6.8,34,10422387,115,2005
1.2e+07,4.770195,5.8,78,6754898,116,2006
3e+07,27.940093,6.3,664,495303,84,2006
2.3e+07,5.350423,6.1,96,51751835,92,2005
1.7e+07,23.491962,6.4,534,57103895,109,2006
2.5e+07,48.552871,6.4,1451,77278331,117,2012
8e+07,36.32705,6.3,1074,343397247,83,2006
8e+07,46.075037,6.8,1583,245676146,138,1997
6e+06,3.427061,5.9,10,51751835,97,2006
2.3e+07,7.588597,5.9,128,51751835,114,2004
1.9e+07,64.181668,6.9,1603,25836616,108,1996
1e+08,25.159168,5.9,627,202026112,90,2005
3e+06,10.230583,6.2,237,18637690,94,2005
3.6e+07,1.068453,4.6,14,3003296,95,2000
2280000,32.875469,7.2,808,83320000,124,1940
1.4e+07,22.748174,6,376,13551174,119,2012
1.2e+07,21.958055,6.3,417,81272766,110,2012
6e+07,56.868399,6.3,2998,218340595,130,2012
3400000,6.723057,6.8,47,51751835,118,2015
6400000,21.006078,6.6,406,35057696,99,2011
550000,0.001586,4.6,4,51751835,98,1983
2500000,23.672571,7.7,959,5535405,105,1995
6500000,40.688426,7,875,17693675,100,2011
1e+08,53.732892,6.1,2896,312573423,103,2012
1.2e+08,15.953444,6.3,4053,415440673,126,2013
4e+05,64.782984,7.8,1708,5028948,91,1975
2e+07,95.9229,7.9,3674,1.87e+08,134,2013
9e+07,40.262261,5.9,1648,174578751,106,2013
3e+07,4.065212,5,41,108348,125,2011
350000,35.037625,7.3,894,29400000,85,1981
1e+06,13.152822,4.6,262,101758490,83,2012
3e+07,14.585968,4.9,140,54819301,92,2012
8.5e+07,56.257411,6.8,2566,358375603,91,2012
6.5e+07,31.349143,5.9,1743,179379533,83,2012
4e+07,27.009723,5.8,594,79700000,110,2012
3600000,35.674774,7.6,742,5923044,84,1987
1.1e+07,33.758281,7.3,838,51751835,81,1992
2e+07,26.497025,5.3,465,47241945,92,2013
3e+07,43.882857,5.7,1266,51751835,107,2013
1.3e+08,50.561849,5.2,1267,117831631,105,2014
2.3e+07,0.630226,5,15,51751835,89,2010
1.5e+07,64.504747,6.6,1935,1.45e+08,84,2012
9.4e+07,12.516546,7.1,187,95311434,145,2011
3.5e+07,26.134678,6.6,741,74558115,122,2001
2.5e+07,63.654244,8.2,3128,46836394,145,1990
2.3e+07,0.619348,5.8,9,51751835,78,1996
9e+06,60.715151,8.1,4028,39723096,113,2000
7e+06,49.517264,7.2,1170,48126384,109,2012
1.8e+07,2.186927,7.1,2414,476684675,103,1990
2.3e+07,0.000372,4,3,51751835,90,1978
6e+07,39.539045,6.7,789,107139399,90,2012
1.8e+07,81.487685,6.3,2395,358991681,120,1992
8e+06,14.793177,7.5,1686,100523181,102,2006
2.3e+07,0.065155,5.2,10,51751835,103,2000
7500000,25.281197,7.5,841,1.9e+07,107,2008
4.5e+07,12.06538,6.1,1292,148412065,94,2007
2.5e+07,17.375562,6.5,313,51751835,90,2011
5e+06,9.136965,7,202,51751835,107,2011
2.5e+07,31.364901,6.1,770,63100000,109,2012
3.5e+07,17.932561,5.4,240,51751835,106,2012
2.5e+07,26.811541,6.8,946,99357138,101,2012
1.4e+07,21.680424,5.8,498,85446075,92,2012
7e+06,35.897151,6.1,1040,167221571,110,2012
1.05e+08,32.473628,5.5,695,347434178,105,2013
250000,0.065103,5.7,7,51751835,96,2010
2e+07,15.131867,4.8,271,16863583,93,2012
4798235,25.30216,6.3,458,209696,107,2011
1.35e+08,44.765377,6.1,1074,282570682,96,2013
8e+07,10.088006,5.2,133,126546518,87,2013
2.3e+07,16.460356,5.6,578,104907746,85,2012
4800000,35.754865,5.6,862,10337387,90,2013
2.8e+07,94.056131,7.9,3509,33139618,117,1982
1e+07,0.666218,3,9,45779,86,1998
3.6e+07,70.398356,7.5,1808,12532777,106,1997
2.3e+07,0.493223,5.9,6,51751835,86,2004
7e+06,5.060656,5,85,51751835,84,2011
10,10.013629,4.9,119,1e+07,99,2013
5e+06,4.498368,5.9,11,4074023,41,2010
7e+05,12.378031,6.5,240,4911725,107,2006
6e+07,21.547446,7.4,797,47383689,122,2000
2.3e+07,10.396305,7.3,131,51751835,105,1996
4e+07,8.303696,6.6,152,24719215,107,2012
1.1e+08,44.635452,6.5,2965,478207520,120,2005
8e+06,7.433574,5.9,63,852872,112,2005
2.3e+07,0.038706,7.8,3,51751835,83,2004
2e+06,12.999023,6.3,197,5967038,120,2005
1.5e+07,11.429607,6.6,243,10903846,116,2006
2.5e+07,30.884535,7,1591,441286195,125,1993
2.3e+07,0.102003,5,3,51751835,89,2011
3.1e+07,23.607392,7.2,635,177394432,99,2002
1e+06,14.518598,6.4,311,21378361,89,1980
8000,1.041254,7.4,163,469947,96,2011
2200000,5.206967,7.2,97,11502151,157,2006
2.3e+07,0.049921,6.8,6,51751835,90,2006
6e+06,49.802914,7.5,1205,138530565,120,1986
7e+06,14.741589,4.4,216,36433975,89,2014
2800000,25.939385,7.2,476,60922980,111,1976
1e+07,14.905357,6.2,238,3.3e+07,100,2007
2.3e+07,2.162522,7.2,44,51751835,122,2008
5.5e+07,21.272734,6.4,529,198685114,114,1998
10500000,23.449703,6.6,827,75902208,97,1999
1.7e+07,6.385234,4.5,140,9627492,82,2012
2.7e+07,2.418535,4.8,34,51751835,109,2015
2.3e+07,4.554574,6.8,52,51751835,96,2007
1e+07,4.267466,5.8,45,303877,127,2011
2e+07,10.446722,7.3,394,73276047,128,2007
6.5e+07,29.257137,6.6,1065,93525586,136,2009
2.3e+07,1.75311,5.2,34,51751835,94,2012
2700000,14.799323,7.6,718,15992615,80,2004
6.8e+07,39.395881,5.3,881,68267862,98,2012
4e+07,24.012986,6,457,91753202,106,2001
1.6e+07,29.253833,6.8,624,5900000,116,1986
1.3e+07,18.362333,7.1,642,123922370,121,1987
2.6e+07,7.964451,4.5,110,36800000,99,1994
30250000,15.585138,6.4,302,115101622,105,1995
2e+06,23.962109,7.3,395,9250000,153,1962
2.3e+07,7.676677,7.4,203,51751835,96,2012
1.1e+07,31.763201,5.9,881,51751835,97,2012
1.1e+08,45.94834,6.6,2303,125537191,114,2013
4.2e+07,47.559928,7,2025,180274123,113,2012
2.3e+07,5.754416,5.5,103,51751835,84,2012
5.4e+07,9.053456,3.5,104,7266209,121,2003
3e+05,2.733725,5.7,45,51751835,97,2011
3200000,26.180367,7.5,863,33395426,136,1968
2.5e+07,15.960916,6.9,530,1.7e+07,95,2002
1.5e+07,12.163832,7,177,12036149,121,2005
3e+07,37.181019,6.3,869,64352607,123,2009
3.2e+07,33.923786,7.2,813,113019290,124,2008
7.5e+07,23.515938,6,385,59418613,123,2012
1.2e+07,3.004432,6.1,38,51751835,90,2007
3.5e+07,45.149948,6.5,1375,69823199,123,2008
7e+06,25.511217,6.8,881,25405445,104,1995
9e+06,14.171759,5.7,146,2500000,98,1968
5e+07,45.856409,6.2,1633,159773545,114,1992
7e+07,37.44963,5.9,1365,1.62e+08,109,1997
6e+07,67.298732,7.3,4056,484409218,90,2001
2.7e+07,8.715822,5.5,98,1.3e+07,99,2004
3.5e+07,12.677505,5.9,238,32483410,101,2008
1e+06,11.095414,6.3,177,51751835,89,1972
1.45e+08,61.788035,7.1,1922,306941670,97,2012
2.8e+07,92.982009,7.4,3416,504050219,90,1992
5e+05,0.046903,5,2,51751835,87,2001
3500000,46.116885,7.1,1074,83453539,88,1980
4e+06,8.30723,6.2,157,25345000,99,2011
4e+06,6.091951,6.2,80,2426851,90,2007
16500000,36.15716,6.5,1013,67683989,94,1997
3.3e+07,18.316151,6.2,1011,310940086,95,1999
2e+07,35.232278,5.8,715,32204030,95,2012
6.3e+07,40.137264,5.9,979,296655431,94,2002
1.7e+07,15.013386,5.6,546,73244881,111,2012
4.4e+07,16.245068,7.3,715,165615285,147,1996
4e+05,23.603514,6.7,554,46118097,95,2004
5.5e+07,32.657488,6.7,658,41610884,122,1998
3.5e+07,5.525544,6.3,157,25105255,155,1997
3e+07,5.133744,6.4,81,27674124,101,2002
6.2e+07,29.954302,5.4,703,52304001,93,2005
9e+07,21.436682,6.3,572,162839667,95,2008
4e+07,25.580272,6.1,474,96618699,123,1999
52500000,57.374341,7.4,1300,179213434,127,2001
8.5e+07,21.218,5.9,1799,222231186,88,2008
6900000,25.613197,5.6,555,44287131,101,2012
3e+06,41.045084,6.7,1573,77712439,110,2012
4.5e+07,31.856589,6.2,766,82966152,131,2012
1e+07,10.409155,6.1,217,4417580,83,2011
2.3e+07,3.750338,5.6,67,51751835,99,2012
3e+06,23.109959,7.7,542,33300000,161,1957
2.3e+07,2.366251,5.8,40,5310554,121,2012
1.1e+07,18.923181,6.8,615,53191886,106,2008
2.2e+07,13.410919,6,223,77112176,94,2012
3.5e+07,43.742241,6.4,2652,116980662,97,2013
4.5e+07,49.353524,6.1,2757,376141306,91,2012
1.4e+07,7.487843,5.5,134,11417362,87,2012
6e+07,29.041198,6.2,1778,105200903,113,2013
2.3e+07,13.621201,7,216,51751835,117,2012
4e+07,15.283444,5.4,284,41863726,95,2012
6.1e+07,48.356214,7.1,1884,441809770,157,2012
3e+07,12.967137,5.8,284,114281051,100,2012
1.3e+08,42.840582,5,2532,243843127,100,2013
1.45e+08,38.73494,6.7,843,272912430,92,2014
2e+07,31.690456,6.6,1006,117760134,105,2007
2.3e+07,5.663889,6.8,110,51751835,114,2007
5.5e+07,36.194802,6,1129,231449203,103,2003
6e+07,14.84856,4.7,320,39031337,103,2008
1.4e+07,3.650857,6.9,47,27515786,109,1993
4.5e+07,24.694551,6.7,607,92374674,109,2005
2.3e+07,5.897391,6.9,95,25966555,140,1992
5e+06,20.326337,5.2,563,142817992,95,2012
130000,15.611857,5.4,315,54667954,79,2004
1.5e+07,25.329493,7.4,1388,34533783,107,2008
2e+07,22.001408,6.7,383,51751835,117,2003
2.3e+07,28.973074,6.5,640,150816700,98,2008
1500000,31.691617,7.1,934,30448000,78,2007
4e+06,29.852608,7.1,550,13008928,94,1988
2.5e+07,17.603823,6.4,387,19844979,121,2008
5e+07,49.020045,6.4,1528,111340801,106,2006
5e+06,18.115566,6.2,671,368744044,95,2002
1.02e+08,73.872343,6.6,2977,130482868,172,2012
2.3e+07,7.288352,5.8,34,1e+07,109,2004
9e+07,57.739713,7.5,3218,429632142,143,2000
2.3e+07,2.836537,6.6,7,51751835,101,2012
2.3e+07,6.27141,6.4,34,51751835,101,2008
2e+07,33.436092,7,2100,121463226,113,2007
1.6e+07,41.083914,7.6,1662,68263166,94,2012
4.8e+07,28.803729,6.6,909,390493908,143,1991
6e+06,14.988746,6.4,379,13231461,96,2012
5952000,18.119265,7.1,454,2120439,87,1983
6e+06,34.917447,7.2,837,30471,108,1999
2.5e+07,14.613152,5.5,301,8784318,137,2012
777000,19.326115,6.9,324,1.4e+08,110,1973
1.2e+07,11.510281,6.3,218,31155435,93,2001
2.3e+07,1.86221,6.8,35,5355847,107,2011
2.3e+07,29.173266,6.7,620,55447968,112,2008
2e+07,52.456505,7.2,1098,303788635,135,1977
3500000,18.025206,6.9,270,3.4e+07,96,1985
3.6e+07,19.854932,5.8,258,44350926,109,2003
4e+07,25.876582,6.5,562,30925690,137,1984
6e+07,29.787135,6.5,742,26673242,96,1997
750000,8.429295,7.6,127,51751835,107,1970
3e+06,20.95282,5.3,444,11947954,87,2012
1800000,12.471239,6.8,403,21107746,93,2012
2.3e+07,7.207051,4.9,78,51751835,83,2012
2.3e+07,9.436431,6.4,163,3094813,91,2012
2.3e+07,8.942203,6.3,221,319285,90,2012
2.3e+07,0.106949,5.9,10,51751835,100,2013
850000,14.238376,5.8,110,1243961,85,2012
2.3e+07,9.451228,6,140,51751835,94,2012
7e+07,13.267631,5.2,269,33561137,97,2002
2.3e+07,0.388401,6.9,7,51751835,89,2012
2500000,23.419061,6.8,450,3325038,85,2012
